ano;UF;escolaridade;escolaridade_adj;horas_trabalhadas;faixa_horas_trabalhadas;renda_bruta;se
2022;42;6;Ensino Superior;2;15 até 39 Horas;1994,563139912789;1,91125315805410e+02
2022;43;6;Ensino Superior;2;15 até 39 Horas;1704,112267054239;1,09758177760401e+02
2022;50;6;Ensino Superior;2;15 até 39 Horas;1742,179607337508;1,85244652930102e+02
2022;51;6;Ensino Superior;2;15 até 39 Horas;3084,180930188223;6,76206882887903e+02
2022;52;6;Ensino Superior;2;15 até 39 Horas;1937,767387624338;2,48836243646144e+02
2022;53;6;Ensino Superior;2;15 até 39 Horas;2011,371755080295;3,18511659912329e+02
2022;11;7;Ensino Superior;2;15 até 39 Horas;3886,632368457795;3,10086643303193e+02
2022;12;7;Ensino Superior;2;15 até 39 Horas;3807,633658115580;3,57268301941232e+02
2022;13;7;Ensino Superior;2;15 até 39 Horas;3219,549505211739;2,90935084977613e+02
2022;14;7;Ensino Superior;2;15 até 39 Horas;3749,110704215771;5,07957010635855e+02
2022;15;7;Ensino Superior;2;15 até 39 Horas;3382,852239656662;2,58276452603482e+02
2022;16;7;Ensino Superior;2;15 até 39 Horas;4005,598302397411;5,43859400908508e+02
2022;17;7;Ensino Superior;2;15 até 39 Horas;3351,537974266808;3,11294522674251e+02
2022;21;7;Ensino Superior;2;15 até 39 Horas;3369,912239520813;2,45736388688735e+02
2022;22;7;Ensino Superior;2;15 até 39 Horas;3454,757267589941;4,48695098756969e+02
2022;23;7;Ensino Superior;2;15 até 39 Horas;2685,410226030152;3,23441463177729e+02
2022;24;7;Ensino Superior;2;15 até 39 Horas;3123,740699282390;3,69266365555168e+02
2022;25;7;Ensino Superior;2;15 até 39 Horas;3787,937569268381;3,71495235736891e+02
2022;26;7;Ensino Superior;2;15 até 39 Horas;3504,288756560948;4,06104051781062e+02
2022;27;7;Ensino Superior;2;15 até 39 Horas;2852,729330063574;2,28993607273941e+02
2022;28;7;Ensino Superior;2;15 até 39 Horas;4804,183086755742;6,56991766086474e+02
2022;29;7;Ensino Superior;2;15 até 39 Horas;2538,047125338904;2,10486122030206e+02
2022;31;7;Ensino Superior;2;15 até 39 Horas;3452,368642901757;1,79585171718803e+02
2022;32;7;Ensino Superior;2;15 até 39 Horas;3522,646350812061;2,51693432126720e+02
2022;33;7;Ensino Superior;2;15 até 39 Horas;4628,851866173937;2,65628698643920e+02
2022;35;7;Ensino Superior;2;15 até 39 Horas;4451,154119007613;2,55588131963755e+02
2022;41;7;Ensino Superior;2;15 até 39 Horas;4017,829932611337;3,26327348257384e+02
2022;42;7;Ensino Superior;2;15 até 39 Horas;4372,555978405569;2,75099343210918e+02
2022;43;7;Ensino Superior;2;15 até 39 Horas;4020,182161042916;2,53064754202736e+02
2022;50;7;Ensino Superior;2;15 até 39 Horas;3817,824415884373;2,67231509321985e+02
2022;51;7;Ensino Superior;2;15 até 39 Horas;4002,996779957022;2,78925925805429e+02
2022;52;7;Ensino Superior;2;15 até 39 Horas;5034,223361097779;6,12405044529099e+02
2022;53;7;Ensino Superior;2;15 até 39 Horas;7791,744155688386;1,19947592856278e+03
2022;11;1;Sem Instrução Formal;3;40 até 44 Horas;1828,721444416582;1,97076132433331e+02
2022;12;1;Sem Instrução Formal;3;40 até 44 Horas;1418,897011095465;1,07703631152698e+02
2022;13;1;Sem Instrução Formal;3;40 até 44 Horas;1061,572173238837;1,43308723303980e+02
2022;14;1;Sem Instrução Formal;3;40 até 44 Horas;1624,973137347277;2,67607294979333e+02
2022;15;1;Sem Instrução Formal;3;40 até 44 Horas;931,826715912357;9,80720909428194e+01
2022;16;1;Sem Instrução Formal;3;40 até 44 Horas;935,999763754092;9,05765213019476e+01
2022;17;1;Sem Instrução Formal;3;40 até 44 Horas;1893,679051606132;5,67752543588589e+02
2022;21;1;Sem Instrução Formal;3;40 até 44 Horas;908,856147151259;5,24860376056186e+01
2022;22;1;Sem Instrução Formal;3;40 até 44 Horas;1684,469067836551;5,85529353923627e+02
2022;23;1;Sem Instrução Formal;3;40 até 44 Horas;950,202209802369;5,39122358922386e+01
2022;24;1;Sem Instrução Formal;3;40 até 44 Horas;1266,752715257759;2,55370266177751e+02
2022;25;1;Sem Instrução Formal;3;40 até 44 Horas;1093,418787309108;8,13469270655639e+01
2022;26;1;Sem Instrução Formal;3;40 até 44 Horas;1053,218747373056;1,09995734109277e+02
2022;27;1;Sem Instrução Formal;3;40 até 44 Horas;1173,441724947381;1,27529774993108e+02
2022;28;1;Sem Instrução Formal;3;40 até 44 Horas;1215,304657727544;1,84815314266042e+02
2022;29;1;Sem Instrução Formal;3;40 até 44 Horas;925,301030278349;6,42450486613063e+01
2022;31;1;Sem Instrução Formal;3;40 até 44 Horas;1435,197612593836;1,15314934646571e+02
2022;32;1;Sem Instrução Formal;3;40 até 44 Horas;1960,469941361315;3,72475476958958e+02
2022;33;1;Sem Instrução Formal;3;40 até 44 Horas;2095,298862340853;1,94462922935603e+02
2022;35;1;Sem Instrução Formal;3;40 até 44 Horas;2002,869612302897;1,95358881240541e+02
2022;41;1;Sem Instrução Formal;3;40 até 44 Horas;2146,073751971529;3,32103702961648e+02
2022;42;1;Sem Instrução Formal;3;40 até 44 Horas;2347,235518865197;1,47066455756530e+02
2022;43;1;Sem Instrução Formal;3;40 até 44 Horas;1708,026362327441;1,34869197192774e+02
2022;50;1;Sem Instrução Formal;3;40 até 44 Horas;2915,068619806407;1,22791694384431e+03
2022;51;1;Sem Instrução Formal;3;40 até 44 Horas;2226,012362797424;2,00272397420497e+02
2022;52;1;Sem Instrução Formal;3;40 até 44 Horas;1570,949593587794;1,11120766377968e+02
2022;53;1;Sem Instrução Formal;3;40 até 44 Horas;1708,057833201233;3,21193205989487e+02
2022;11;2;Ensino Fundamental;3;40 até 44 Horas;1974,745541960446;1,28580809280735e+02
2022;12;2;Ensino Fundamental;3;40 até 44 Horas;1460,002717146473;9,77489634676692e+01
2022;13;2;Ensino Fundamental;3;40 até 44 Horas;1247,325389101564;5,46799211098027e+01
2022;14;2;Ensino Fundamental;3;40 até 44 Horas;1534,346344570397;1,21269807588051e+02
2022;15;2;Ensino Fundamental;3;40 até 44 Horas;1394,162524994501;5,29338019108158e+01
2022;16;2;Ensino Fundamental;3;40 até 44 Horas;1257,973792002622;7,95897756279918e+01
2022;17;2;Ensino Fundamental;3;40 até 44 Horas;1593,276012865490;6,62050259669272e+01
2022;21;2;Ensino Fundamental;3;40 até 44 Horas;1130,046446473262;4,25577277224850e+01
2022;22;2;Ensino Fundamental;3;40 até 44 Horas;1254,305070982110;7,98173684765339e+01
2022;23;2;Ensino Fundamental;3;40 até 44 Horas;1209,267471258732;4,34205416823503e+01
2022;24;2;Ensino Fundamental;3;40 até 44 Horas;1195,245945703112;8,50101664328452e+01
2022;25;2;Ensino Fundamental;3;40 até 44 Horas;1159,157637803178;4,97679123478798e+01
2022;26;2;Ensino Fundamental;3;40 até 44 Horas;1153,911125706399;2,98356064773782e+01
2022;27;2;Ensino Fundamental;3;40 até 44 Horas;1224,172828277756;2,87800377328700e+01
2022;28;2;Ensino Fundamental;3;40 até 44 Horas;1248,786041070710;4,51601960454978e+01
2022;29;2;Ensino Fundamental;3;40 até 44 Horas;1171,783771497902;4,08191633197729e+01
2022;31;2;Ensino Fundamental;3;40 até 44 Horas;1740,912527307797;5,23750624366047e+01
2022;32;2;Ensino Fundamental;3;40 até 44 Horas;1658,032248250211;4,08455362608684e+01
2022;33;2;Ensino Fundamental;3;40 até 44 Horas;1628,672834048968;7,16694319062384e+01
2022;35;2;Ensino Fundamental;3;40 até 44 Horas;1919,699883175213;5,37527360239564e+01
2022;41;2;Ensino Fundamental;3;40 até 44 Horas;2018,958186719494;7,42022185020698e+01
2022;42;2;Ensino Fundamental;3;40 até 44 Horas;2149,064309515512;3,97423734920356e+01
2022;43;2;Ensino Fundamental;3;40 até 44 Horas;2028,204530369997;5,42714515626054e+01
2022;50;2;Ensino Fundamental;3;40 até 44 Horas;1964,045424462072;7,20582840225635e+01
2022;51;2;Ensino Fundamental;3;40 até 44 Horas;2865,408554615625;4,17028247206347e+02
2022;52;2;Ensino Fundamental;3;40 até 44 Horas;1827,267177281504;9,57969053336085e+01
2022;53;2;Ensino Fundamental;3;40 até 44 Horas;1685,637123391672;6,92351137560732e+01
2022;11;3;Ensino Fundamental;3;40 até 44 Horas;1787,519452287257;1,69603168017692e+02
2022;12;3;Ensino Fundamental;3;40 até 44 Horas;1771,684422605582;1,60868959030228e+02
2022;13;3;Ensino Fundamental;3;40 até 44 Horas;1726,641675752355;2,04478201450647e+02
2022;14;3;Ensino Fundamental;3;40 até 44 Horas;1646,927065229833;2,31568532456891e+02
2022;15;3;Ensino Fundamental;3;40 até 44 Horas;1580,360044441426;1,36613244884725e+02
2022;16;3;Ensino Fundamental;3;40 até 44 Horas;1425,518048992498;1,63870563808541e+02
2022;17;3;Ensino Fundamental;3;40 até 44 Horas;1835,862526855248;1,60209227483993e+02
2022;21;3;Ensino Fundamental;3;40 até 44 Horas;1413,580837261244;1,05206414853844e+02
2022;22;3;Ensino Fundamental;3;40 até 44 Horas;1192,762996353526;7,61633386634347e+01
2022;23;3;Ensino Fundamental;3;40 até 44 Horas;1225,416372502659;4,56882761116139e+01
2022;24;3;Ensino Fundamental;3;40 até 44 Horas;1371,569426365360;9,13079839352713e+01
2022;25;3;Ensino Fundamental;3;40 até 44 Horas;1485,728239840921;1,21167488530671e+02
2022;26;3;Ensino Fundamental;3;40 até 44 Horas;1374,790683597917;6,21955401054206e+01
2022;27;3;Ensino Fundamental;3;40 até 44 Horas;1278,389536937881;6,59761684221056e+01
2022;28;3;Ensino Fundamental;3;40 até 44 Horas;1346,075320609873;8,33344501891830e+01
2022;29;3;Ensino Fundamental;3;40 até 44 Horas;1188,024219982459;7,31867677835576e+01
2022;31;3;Ensino Fundamental;3;40 até 44 Horas;1851,997094187739;6,08870450404863e+01
2022;32;3;Ensino Fundamental;3;40 até 44 Horas;1888,848076552608;1,54087989645660e+02
2022;33;3;Ensino Fundamental;3;40 até 44 Horas;1821,490579446866;6,45683477812418e+01
2022;35;3;Ensino Fundamental;3;40 até 44 Horas;2012,492959058290;8,07776574633410e+01
2022;41;3;Ensino Fundamental;3;40 até 44 Horas;2032,358259367144;8,63595805453611e+01
2022;42;3;Ensino Fundamental;3;40 até 44 Horas;2415,407886337410;8,12039525549331e+01
2022;43;3;Ensino Fundamental;3;40 até 44 Horas;1999,158603585473;6,31556325382815e+01
2022;50;3;Ensino Fundamental;3;40 até 44 Horas;2376,731619447407;3,28205339261342e+02
2022;51;3;Ensino Fundamental;3;40 até 44 Horas;2081,593495869114;1,06627387779063e+02
2022;52;3;Ensino Fundamental;3;40 até 44 Horas;2314,552718033965;2,44531030063775e+02
2022;53;3;Ensino Fundamental;3;40 até 44 Horas;2021,491176610998;1,61187925721303e+02
2022;11;4;Ensino Médio;3;40 até 44 Horas;1787,764182086418;1,19726876439553e+02
2022;12;4;Ensino Médio;3;40 até 44 Horas;1381,809512396276;1,03823605038291e+02
2022;13;4;Ensino Médio;3;40 até 44 Horas;1123,149304363661;5,30587621017520e+01
2022;14;4;Ensino Médio;3;40 até 44 Horas;1331,701572119815;7,76958234487208e+01
2022;15;4;Ensino Médio;3;40 até 44 Horas;1330,754422724999;6,77770636366881e+01
2022;16;4;Ensino Médio;3;40 até 44 Horas;1459,948501838363;1,56878166117565e+02
2022;17;4;Ensino Médio;3;40 até 44 Horas;1684,938972022234;2,43703578334054e+02
2022;21;4;Ensino Médio;3;40 até 44 Horas;1285,950604282180;1,23623731807338e+02
2022;22;4;Ensino Médio;3;40 até 44 Horas;1053,119311733063;4,97061415049837e+01
2022;23;4;Ensino Médio;3;40 até 44 Horas;1404,294519523320;8,12347309374104e+01
2022;24;4;Ensino Médio;3;40 até 44 Horas;1285,638177474582;8,49820372378383e+01
2022;25;4;Ensino Médio;3;40 até 44 Horas;1279,553045434945;7,78986015853679e+01
2022;26;4;Ensino Médio;3;40 até 44 Horas;1198,882428150963;5,29589466150298e+01
2022;27;4;Ensino Médio;3;40 até 44 Horas;1356,964141386410;9,96678005043942e+01
2022;28;4;Ensino Médio;3;40 até 44 Horas;1337,884561854849;1,25442759133957e+02
2022;29;4;Ensino Médio;3;40 até 44 Horas;1241,613539304475;4,74138757966507e+01
2022;31;4;Ensino Médio;3;40 até 44 Horas;1618,544384038197;5,89333245191018e+01
2022;32;4;Ensino Médio;3;40 até 44 Horas;1644,818955115767;6,94948453126506e+01
2022;33;4;Ensino Médio;3;40 até 44 Horas;1562,024079776361;5,24958498862477e+01
2022;35;4;Ensino Médio;3;40 até 44 Horas;2230,961432555318;3,17714348030484e+02
2022;41;4;Ensino Médio;3;40 até 44 Horas;1887,375383399793;8,67927509128002e+01
2022;42;4;Ensino Médio;3;40 até 44 Horas;2104,143658445817;5,73494383969314e+01
2022;43;4;Ensino Médio;3;40 até 44 Horas;1992,698950721555;7,32444751017665e+01
2022;50;4;Ensino Médio;3;40 até 44 Horas;1900,098441174531;1,24176086030999e+02
2022;51;4;Ensino Médio;3;40 até 44 Horas;2091,603252361990;1,20913630049867e+02
2022;52;4;Ensino Médio;3;40 até 44 Horas;1791,134252485479;9,05985823693627e+01
2022;53;4;Ensino Médio;3;40 até 44 Horas;3220,671136666829;1,21853802333440e+03
2022;11;5;Ensino Médio;3;40 até 44 Horas;2279,970552328547;1,89504855554107e+02
2022;12;5;Ensino Médio;3;40 até 44 Horas;1790,266642849746;5,74623957677435e+01
2022;13;5;Ensino Médio;3;40 até 44 Horas;1790,351016623698;9,66174170158126e+01
2022;14;5;Ensino Médio;3;40 até 44 Horas;1771,096432724554;7,17116765220905e+01
2022;15;5;Ensino Médio;3;40 até 44 Horas;1841,818196726256;7,32506044613261e+01
2022;16;5;Ensino Médio;3;40 até 44 Horas;1631,396492592955;9,74402641494513e+01
2022;17;5;Ensino Médio;3;40 até 44 Horas;1880,508060070426;8,21956359029088e+01
2022;21;5;Ensino Médio;3;40 até 44 Horas;1631,403244694354;6,55663872122610e+01
2022;22;5;Ensino Médio;3;40 até 44 Horas;1621,541567590665;9,85541777070353e+01
2022;23;5;Ensino Médio;3;40 até 44 Horas;1632,568323177145;7,93897863602560e+01
2022;24;5;Ensino Médio;3;40 até 44 Horas;1794,895322310773;9,44168727348131e+01
2022;25;5;Ensino Médio;3;40 até 44 Horas;1516,964131982068;5,41308549228833e+01
2022;26;5;Ensino Médio;3;40 até 44 Horas;1627,835470240260;5,72899911633427e+01
2022;27;5;Ensino Médio;3;40 até 44 Horas;1586,512374572972;5,66199170639400e+01
2022;28;5;Ensino Médio;3;40 até 44 Horas;1724,138608499901;7,80847640065045e+01
2022;29;5;Ensino Médio;3;40 até 44 Horas;1591,134280520241;4,23499607714291e+01
2022;31;5;Ensino Médio;3;40 até 44 Horas;1934,830531780723;3,37278936817343e+01
2022;32;5;Ensino Médio;3;40 até 44 Horas;2118,184484022789;8,79007564532352e+01
2022;33;5;Ensino Médio;3;40 até 44 Horas;2155,074464520693;5,22550943688283e+01
2022;35;5;Ensino Médio;3;40 até 44 Horas;2242,903520074425;3,76403862167958e+01
2022;41;5;Ensino Médio;3;40 até 44 Horas;2365,059682922596;4,99302948943682e+01
2022;42;5;Ensino Médio;3;40 até 44 Horas;2485,560874492866;3,88220167195727e+01
2022;43;5;Ensino Médio;3;40 até 44 Horas;2407,031927569233;5,38478789154813e+01
2022;50;5;Ensino Médio;3;40 até 44 Horas;2404,151617671934;1,23196475699518e+02
2022;51;5;Ensino Médio;3;40 até 44 Horas;2453,239565305865;8,92257978847650e+01
2022;52;5;Ensino Médio;3;40 até 44 Horas;2067,114261263107;5,55259667568594e+01
2022;53;5;Ensino Médio;3;40 até 44 Horas;2330,055054072116;9,52635155599138e+01
2022;11;6;Ensino Superior;3;40 até 44 Horas;2251,890923270484;2,53323653178210e+02
2022;12;6;Ensino Superior;3;40 até 44 Horas;2102,561678187477;2,00583726197261e+02
2022;13;6;Ensino Superior;3;40 até 44 Horas;1991,797532948498;1,04665363895061e+02
2022;14;6;Ensino Superior;3;40 até 44 Horas;2458,813608718143;4,22619137776225e+02
2022;15;6;Ensino Superior;3;40 até 44 Horas;2295,994320905569;2,12250268792915e+02
2022;16;6;Ensino Superior;3;40 até 44 Horas;2327,175210624804;3,47309410082976e+02
2022;17;6;Ensino Superior;3;40 até 44 Horas;2351,847692733769;2,95478523478779e+02
2022;21;6;Ensino Superior;3;40 até 44 Horas;2097,743788883214;2,58478801701300e+02
2022;22;6;Ensino Superior;3;40 até 44 Horas;2406,919144322921;3,78416691218112e+02
2022;23;6;Ensino Superior;3;40 até 44 Horas;1958,133468051366;1,75139351729207e+02
2022;24;6;Ensino Superior;3;40 até 44 Horas;1802,293260199957;3,12211348110322e+02
2022;25;6;Ensino Superior;3;40 até 44 Horas;2071,122779357099;2,13051795615565e+02
2022;26;6;Ensino Superior;3;40 até 44 Horas;1899,117755889647;1,38873976782471e+02
2022;27;6;Ensino Superior;3;40 até 44 Horas;2032,722984067568;1,60493853248732e+02
2022;28;6;Ensino Superior;3;40 até 44 Horas;2143,351600969009;2,72404634549229e+02
2022;29;6;Ensino Superior;3;40 até 44 Horas;2146,668790391143;1,71464632617301e+02
2022;31;6;Ensino Superior;3;40 até 44 Horas;2328,177740233651;8,38033338229173e+01
2022;32;6;Ensino Superior;3;40 até 44 Horas;3531,317939224255;4,05770175196292e+02
2022;33;6;Ensino Superior;3;40 até 44 Horas;2913,931405627802;1,86406522437235e+02
2022;35;6;Ensino Superior;3;40 até 44 Horas;3495,138390333256;8,08958954036913e+02
2022;41;6;Ensino Superior;3;40 até 44 Horas;2780,435720701343;1,39185410475346e+02
2022;42;6;Ensino Superior;3;40 até 44 Horas;2804,697447644748;1,20007820909458e+02
2022;43;6;Ensino Superior;3;40 até 44 Horas;2966,631878096754;1,44630029183685e+02
2022;50;6;Ensino Superior;3;40 até 44 Horas;2523,894210395238;2,05646162043156e+02
2022;51;6;Ensino Superior;3;40 até 44 Horas;3289,646807609607;5,05385291889583e+02
2022;52;6;Ensino Superior;3;40 até 44 Horas;2728,246811467666;2,46508849174787e+02
2022;53;6;Ensino Superior;3;40 até 44 Horas;2787,465961041447;2,31309644548325e+02
2022;11;7;Ensino Superior;3;40 até 44 Horas;4102,443874503756;2,99017271199281e+02
2022;12;7;Ensino Superior;3;40 até 44 Horas;4149,100637809446;2,50278711081020e+02
2022;13;7;Ensino Superior;3;40 até 44 Horas;4344,167651271398;2,56293908071436e+02
2022;14;7;Ensino Superior;3;40 até 44 Horas;3866,672053448172;2,55076091857621e+02
2022;15;7;Ensino Superior;3;40 até 44 Horas;4364,408957264066;2,57674232530678e+02
2022;16;7;Ensino Superior;3;40 até 44 Horas;4251,192314837394;4,72548992604743e+02
2022;17;7;Ensino Superior;3;40 até 44 Horas;4598,809385858149;2,83081973114043e+02
2022;21;7;Ensino Superior;3;40 até 44 Horas;3655,764264197286;2,45082587840414e+02
2022;22;7;Ensino Superior;3;40 até 44 Horas;3803,358641540707;4,17152411314931e+02
2022;23;7;Ensino Superior;3;40 até 44 Horas;3985,458259011121;4,51687290305909e+02
2022;24;7;Ensino Superior;3;40 até 44 Horas;4765,714338748542;3,74448495525507e+02
2022;25;7;Ensino Superior;3;40 até 44 Horas;4654,898468488341;5,25254626906301e+02
2022;26;7;Ensino Superior;3;40 até 44 Horas;4471,919803965996;2,81035404638810e+02
2022;27;7;Ensino Superior;3;40 até 44 Horas;4337,645936214721;4,14140821652230e+02
2022;28;7;Ensino Superior;3;40 até 44 Horas;4587,157521629774;3,62593135469510e+02
2022;29;7;Ensino Superior;3;40 até 44 Horas;4118,330313357636;2,90336630379513e+02
2022;31;7;Ensino Superior;3;40 até 44 Horas;4538,502460362674;1,51021586779786e+02
2022;32;7;Ensino Superior;3;40 até 44 Horas;5349,504090597198;3,33918631303105e+02
2022;33;7;Ensino Superior;3;40 até 44 Horas;6225,898693690310;1,72017155443309e+02
2022;35;7;Ensino Superior;3;40 até 44 Horas;6042,984933357959;2,25202099266326e+02
2022;41;7;Ensino Superior;3;40 até 44 Horas;4863,633196863923;1,87381666443563e+02
2022;42;7;Ensino Superior;3;40 até 44 Horas;5088,636455948300;1,42348709423555e+02
2022;43;7;Ensino Superior;3;40 até 44 Horas;5813,041391036753;2,96095875507062e+02
2022;50;7;Ensino Superior;3;40 até 44 Horas;5715,713303748939;5,74678823690206e+02
2022;51;7;Ensino Superior;3;40 até 44 Horas;4597,703474914625;3,07742741620966e+02
2022;52;7;Ensino Superior;3;40 até 44 Horas;4836,151308310549;3,08391556457864e+02
2022;53;7;Ensino Superior;3;40 até 44 Horas;8508,890854965488;5,22036525409295e+02
2022;11;1;Sem Instrução Formal;4;44 até 48 Horas;2332,255383598254;2,21400481941059e+02
2022;12;1;Sem Instrução Formal;4;44 até 48 Horas;1383,541044570853;3,14275325146643e+02
2022;13;1;Sem Instrução Formal;4;44 até 48 Horas;1118,589154490924;2,75544332261792e+02
2022;14;1;Sem Instrução Formal;4;44 até 48 Horas;1786,135640333969;5,63209817523477e+02
2022;15;1;Sem Instrução Formal;4;44 até 48 Horas;1506,044927770316;2,35845846729994e+02
2022;16;1;Sem Instrução Formal;4;44 até 48 Horas;3576,994487146241;1,59051057391188e+03
2022;17;1;Sem Instrução Formal;4;44 até 48 Horas;2001,150185572360;3,53021643400670e+02
2022;21;1;Sem Instrução Formal;4;44 até 48 Horas;1079,610457563332;2,27924437020090e+02
2022;22;1;Sem Instrução Formal;4;44 até 48 Horas;1199,721040181201;2,91938365481385e+02
2022;23;1;Sem Instrução Formal;4;44 até 48 Horas;916,148427578251;1,45388383555901e+02
2022;24;1;Sem Instrução Formal;4;44 até 48 Horas;1044,781209401190;2,62421998916124e+02
2022;25;1;Sem Instrução Formal;4;44 até 48 Horas;1084,480121475204;1,19378035938250e+02
2022;26;1;Sem Instrução Formal;4;44 até 48 Horas;951,579266630678;1,47290193978718e+02
2022;27;1;Sem Instrução Formal;4;44 até 48 Horas;1198,888274831357;1,47550909698109e+02
2022;28;1;Sem Instrução Formal;4;44 até 48 Horas;1066,159247890074;1,98976155861037e+02
2022;29;1;Sem Instrução Formal;4;44 até 48 Horas;901,441446734646;9,04658096981374e+01
2022;31;1;Sem Instrução Formal;4;44 até 48 Horas;1424,663702099795;1,01912659957183e+02
2022;32;1;Sem Instrução Formal;4;44 até 48 Horas;1540,315885678337;3,16004790701372e+02
2022;33;1;Sem Instrução Formal;4;44 até 48 Horas;1934,709053443722;2,83006820898854e+02
2022;35;1;Sem Instrução Formal;4;44 até 48 Horas;1648,855003098108;2,58464471362944e+02
2022;41;1;Sem Instrução Formal;4;44 até 48 Horas;1586,356371242178;1,53367669758793e+02
2022;42;1;Sem Instrução Formal;4;44 até 48 Horas;1852,464817824658;2,58391761026364e+02
2022;43;1;Sem Instrução Formal;4;44 até 48 Horas;1797,343504799787;2,80999147593240e+02
2022;50;1;Sem Instrução Formal;4;44 até 48 Horas;1448,370298917404;9,96920199788771e+01
2022;51;1;Sem Instrução Formal;4;44 até 48 Horas;2056,615845422245;3,35804508942743e+02
2022;52;1;Sem Instrução Formal;4;44 até 48 Horas;1507,509140290869;1,59574459209927e+02
2022;53;1;Sem Instrução Formal;4;44 até 48 Horas;1585,301435188885;1,70472459560324e+02
2022;11;2;Ensino Fundamental;4;44 até 48 Horas;2055,037056859120;2,11384909372716e+02
2022;12;2;Ensino Fundamental;4;44 até 48 Horas;1529,069991486859;1,11433308355477e+02
2022;13;2;Ensino Fundamental;4;44 até 48 Horas;1219,678332895764;7,05394979574072e+01
2022;14;2;Ensino Fundamental;4;44 até 48 Horas;3923,401075692675;2,10215070068739e+03
2022;15;2;Ensino Fundamental;4;44 até 48 Horas;1493,171559988445;6,91598583054423e+01
2022;16;2;Ensino Fundamental;4;44 até 48 Horas;1376,337422668059;2,00048121065582e+02
2022;17;2;Ensino Fundamental;4;44 até 48 Horas;1545,077300378245;8,37015237633188e+01
2022;21;2;Ensino Fundamental;4;44 até 48 Horas;1237,560017871595;5,88595124491642e+01
2022;22;2;Ensino Fundamental;4;44 até 48 Horas;1251,306288963107;1,13523642546269e+02
2022;23;2;Ensino Fundamental;4;44 até 48 Horas;1198,995845741570;9,08103157946784e+01
2022;24;2;Ensino Fundamental;4;44 até 48 Horas;1072,152766540780;7,24066113401799e+01
2022;25;2;Ensino Fundamental;4;44 até 48 Horas;1113,978641237206;5,01551919106892e+01
2022;26;2;Ensino Fundamental;4;44 até 48 Horas;1105,526028835989;5,25153278078439e+01
2022;27;2;Ensino Fundamental;4;44 até 48 Horas;1389,733042182364;9,42066873910674e+01
2022;28;2;Ensino Fundamental;4;44 até 48 Horas;1154,936384107119;6,37534038134546e+01
2022;29;2;Ensino Fundamental;4;44 até 48 Horas;1109,756728704388;7,46905660157094e+01
2022;31;2;Ensino Fundamental;4;44 até 48 Horas;1707,957102906457;5,91700451207491e+01
2022;32;2;Ensino Fundamental;4;44 até 48 Horas;1793,049129093745;1,21407758352374e+02
2022;33;2;Ensino Fundamental;4;44 até 48 Horas;1712,130905029143;9,02571472764248e+01
2022;35;2;Ensino Fundamental;4;44 até 48 Horas;2077,729708387058;2,08491739401955e+02
2022;41;2;Ensino Fundamental;4;44 até 48 Horas;1936,604905501343;8,58326192439946e+01
2022;42;2;Ensino Fundamental;4;44 até 48 Horas;2299,260252268288;1,68858970051178e+02
2022;43;2;Ensino Fundamental;4;44 até 48 Horas;2089,739335660734;1,17054359294920e+02
2022;50;2;Ensino Fundamental;4;44 até 48 Horas;2245,827067199238;2,25996810225458e+02
2022;51;2;Ensino Fundamental;4;44 até 48 Horas;2481,321113194220;1,71920982456621e+02
2022;52;2;Ensino Fundamental;4;44 até 48 Horas;1942,020957197049;1,05064965403042e+02
2022;53;2;Ensino Fundamental;4;44 até 48 Horas;1710,034438056488;1,27578400388675e+02
2022;11;3;Ensino Fundamental;4;44 até 48 Horas;1924,789263199855;1,72819158929496e+02
2022;12;3;Ensino Fundamental;4;44 até 48 Horas;1363,455275152463;2,20277656625288e+02
2022;13;3;Ensino Fundamental;4;44 até 48 Horas;1258,506429211488;1,42113349413356e+02
2022;14;3;Ensino Fundamental;4;44 até 48 Horas;1949,901924046098;4,90685077889743e+02
2022;15;3;Ensino Fundamental;4;44 até 48 Horas;1358,818186837059;1,06401478684482e+02
2022;16;3;Ensino Fundamental;4;44 até 48 Horas;1385,935349965493;3,11609246196621e+02
2022;17;3;Ensino Fundamental;4;44 até 48 Horas;1381,968224718460;1,95218958104991e+02
2022;21;3;Ensino Fundamental;4;44 até 48 Horas;1455,739315560557;1,68900638955871e+02
2022;22;3;Ensino Fundamental;4;44 até 48 Horas;3787,400891598926;1,85788802903914e+03
2022;23;3;Ensino Fundamental;4;44 até 48 Horas;1173,038837631519;7,72761865442771e+01
2022;24;3;Ensino Fundamental;4;44 até 48 Horas;1658,680414330083;2,11033452280907e+02
2022;25;3;Ensino Fundamental;4;44 até 48 Horas;1156,212378015939;1,29331188524884e+02
2022;26;3;Ensino Fundamental;4;44 até 48 Horas;1466,993032828437;1,67799471267480e+02
2022;27;3;Ensino Fundamental;4;44 até 48 Horas;1341,665436077425;1,15082018554012e+02
2022;28;3;Ensino Fundamental;4;44 até 48 Horas;1443,792549187381;2,78874240194377e+02
2022;29;3;Ensino Fundamental;4;44 até 48 Horas;1289,256232366064;1,09805644398816e+02
2022;31;3;Ensino Fundamental;4;44 até 48 Horas;1715,457975623922;8,18959717411164e+01
2022;32;3;Ensino Fundamental;4;44 até 48 Horas;2105,761913913550;2,30659998890509e+02
2022;33;3;Ensino Fundamental;4;44 até 48 Horas;1507,921183682875;7,79529086163408e+01
